node attribute,position,V point,V wave,video index
1.0,793.3688£¬482.75366,55.0£¬71.012,62.77191£¬9.009094,14
1.0,363.13193£¬168.11826,-26.0£¬-43.3,-29.491638£¬-13.2595825,14
1.0,796.0421£¬671.2697,96.5£¬-19.918,69.432495£¬13.231079,14
1.0,533.3345£¬643.64825,68.5£¬-9.526,40.16617£¬27.325745,14
-1.0,1172.4736£¬496.51013,-12.0£¬-3.4640000000000004,56.727783£¬8.45752,14
-1.0,615.3519£¬519.4584,87.0£¬1.732,-36.35968£¬31.4404,14
-1.0,941.6576£¬366.5402,65.5£¬-26.846,-9.718018£¬17.793365,14
1.0,562.2587£¬370.94232,52.0£¬0.0,105.825226£¬-32.256256,14
1.0,1062.9761£¬547.4097,67.5£¬-52.826,45.50836£¬-30.868347,14
1.0,732.81£¬705.8917,67.0£¬-34.64,0.48602295£¬-1.1185303,14
-1.0,1051.9297£¬355.09793,1.5£¬-23.382,6.8151855£¬21.162354,14
1.0,695.0215£¬563.60175,26.5£¬-23.382,104.44989£¬-11.782593,14
-1.0,594.56116£¬507.29843,97.0£¬-12.124,-16.698853£¬20.39569,14
1.0,761.0275£¬636.57874,42.5£¬-21.65,93.45392£¬-41.116577,14
-1.0,663.7858£¬451.1551,47.0£¬12.124,-34.52234£¬-3.6438599,14
1.0,749.73474£¬432.81732,73.5£¬2.598,15.434753£¬1.638855,14
1.0,744.8017£¬567.8204,27.5£¬2.598,69.26239£¬20.128113,14
1.0,1185.2075£¬449.45093,4.5£¬38.97,28.126343£¬59.15802,14
-1.0,1221.9984£¬485.58948,-30.0£¬39.836,-8.524536£¬-57.425476,14
-1.0,1237.6476£¬469.61792,-35.0£¬69.28,4.22229£¬-71.9624,14
1.0,770.2912£¬453.0803,105.5£¬-2.598,9.397034£¬4.450165,14
-1.0,881.2122£¬385.1545,70.5£¬-25.114,-37.02063£¬-5.4926453,14
-1.0,1077.7358£¬153.47829,21.0£¬-3.464,-80.541626£¬-13.189453,14
-1.0,1243.8127£¬652.3929,21.5£¬-12.99,-4.623535£¬3.7011719,14
-1.0,1209.9384£¬421.16022,-12.5£¬23.382,30.024658£¬-40.152893,15
-1.0,1129.3689£¬354.58237,6.5£¬19.918,-40.17566£¬-85.31317,15
1.0,776.0574£¬605.1902,66.0£¬-71.012,24.119751£¬-9.890625,15
-1.0,1159.7207£¬-36.59041,-35.5£¬21.65,12.154419£¬-30.719166,15
-1.0,1060.7744£¬485.6171,71.0£¬-17.32,-20.027954£¬-9.673187,15
1.0,1117.2731£¬441.4023,30.0£¬-1.7319999999999998,27.31958£¬-27.798859,15
-1.0,617.865£¬331.0013,66.0£¬6.928,-6.45459£¬4.1881714,15
-1.0,1027.6343£¬300.81848,1.0£¬-24.248,-3.1779785£¬7.843048,15
-1.0,206.55669£¬284.46722,5.5£¬2.598,-10.540283£¬-11.040649,15
-1.0,1131.3804£¬557.48425,-46.5£¬-11.258000000000003,14.598022£¬-4.114807,15
1.0,793.36914£¬481.31003,99.5£¬-0.866,12.20459£¬8.974823,15
1.0,366.6995£¬167.74834,-17.0£¬-8.66,-20.429535£¬1.0284576,15
1.0,765.02264£¬671.7811,65.0£¬-39.836,2.8400269£¬-2.2972412,15
1.0,563.7812£¬414.38104,82.0£¬0.0,49.54016£¬38.551636,15
1.0,103.46989£¬323.09802,14.5£¬-49.362,-10.364883£¬-23.06192,15
-1.0,598.7713£¬525.32227,110.0£¬-10.392,-22.919067£¬27.841034,15
-1.0,1297.2705£¬445.57098,-29.0£¬60.62,2.6743164£¬-6.745514,15
-1.0,529.9663£¬465.12094,66.5£¬-38.97,-61.654175£¬101.231384,15
1.0,1173.6604£¬408.094,32.0£¬-24.248,22.609009£¬-39.7052,15
1.0,872.08185£¬422.2996,86.0£¬-43.3,27.945984£¬-45.50586,15
-1.0,1054.5847£¬353.27292,3.5£¬-11.258,8.558838£¬16.066162,15
1.0,946.3218£¬717.4458,73.0£¬-8.66,28.667542£¬15.793396,15
1.0,600.96954£¬480.2558,66.5£¬-25.114,21.923828£¬-26.22705,15
1.0,738.18396£¬644.9601,19.5£¬-28.578,39.074097£¬-25.606018,15
1.0,754.7409£¬431.34985,67.5£¬-51.094,14.045593£¬-0.4182129,15
-1.0,1180.6469£¬385.26175,2.0£¬6.928,-6.82251£¬-65.90045,15
-1.0,1229.1418£¬467.57135,21.5£¬45.897999999999996,2.684082£¬-38.483337,15
1.0,770.1087£¬443.37482,111.5£¬0.8659999999999999,6.015991£¬-5.441345,15
1.0,1070.7699£¬175.58754,-7.0£¬5.196,-46.38733£¬40.36862,15
1.0,470.21252£¬679.0648,60.5£¬-7.7940000000000005,27.071259£¬-30.243347,15
1.0,-186.65543£¬196.80167,-16.5£¬0.8660000000000014,-107.02666£¬6.6954956,15
1.0,1213.3015£¬450.83154,46.5£¬0.866,16.505005£¬1.872406,16
1.0,815.5018£¬589.86755,42.5£¬-42.434,15.180359£¬-13.992676,16
1.0,1084.8112£¬657.28357,48.0£¬-1.732,27.99121£¬-19.07837,16
-1.0,1145.1857£¬-33.099525,-10.5£¬-40.702,0.2635498£¬4.236496,16
-1.0,994.0151£¬472.97845,62.5£¬-38.97,-100.39972£¬0.89224243,16
-1.0,1098.6364£¬193.17851,10.5£¬-0.866,-34.610107£¬6.687195,16
-1.0,1086.8503£¬484.5541,42.5£¬-19.918,-32.92993£¬16.360565,16
1.0,1057.5317£¬295.77505,30.0£¬-3.464,22.358154£¬-10.186737,16
1.0,1159.2998£¬610.4101,48.0£¬-12.124,34.34851£¬-27.572937,16
-1.0,178.46814£¬285.50702,27.5£¬2.598,-27.283081£¬13.697235,16
1.0,76.739265£¬261.83545,22.0£¬-1.7319999999999998,20.110817£¬-2.7150269,16
1.0,803.13464£¬318.16547,39.0£¬1.732,27.666931£¬0.9689331,16
-1.0,1170.1007£¬568.47394,-9.0£¬-1.7320000000000002,63.235718£¬-2.9472656,16
1.0,760.1268£¬459.53134,0.5£¬-0.866,29.875244£¬-45.479156,16
-1.0,692.24976£¬626.7243,-6.0£¬8.66,3.8605957£¬-3.5964355,16
-1.0,757.50714£¬495.84625,45.0£¬10.392,-35.861633£¬13.09259,16
1.0,726.1204£¬635.4964,30.5£¬-28.578,28.946533£¬-3.3799438,16
1.0,1053.8689£¬630.12164,68.5£¬-12.99,45.808228£¬13.234436,16
1.0,1159.943£¬609.85736,-127.5£¬220.82999999999998,-127.10095£¬77.257935,16
1.0,311.5993£¬165.20447,-7.5£¬6.061999999999999,-51.532623£¬-2.9137878,16
1.0,542.5157£¬424.51096,92.0£¬-8.66,25.819153£¬17.936768,16
1.0,558.197£¬421.61166,42.5£¬-11.258,48.122253£¬9.892761,16
-1.0,1193.8871£¬452.31323,32.5£¬-4.33,-91.8291£¬-28.539886,16
-1.0,77.4957£¬303.85074,35.5£¬12.989999999999998,-25.478653£¬-27.926575,16
1.0,735.90674£¬653.1886,15.5£¬-6.062,60.314514£¬-76.26996,16
-1.0,1162.0819£¬486.59558,48.0£¬1.7319999999999998,-10.391724£¬-9.914551,16
-1.0,612.23395£¬521.22534,82.0£¬-24.248,-3.117981£¬1.7669678,16
-1.0,1265.783£¬453.18814,32.0£¬12.124,-30.164185£¬0.22479248,16
-1.0,498.5422£¬483.6094,74.5£¬-21.65,-63.716522£¬112.66708,16
1.0,763.475£¬675.6403,27.5£¬-40.702,30.664978£¬-30.251404,16
1.0,1181.3243£¬436.15714,28.5£¬-7.794,7.9433594£¬-13.505707,16
1.0,875.2195£¬408.90598,42.0£¬-64.084,27.800903£¬-54.049683,16
-1.0,1050.0006£¬357.4488,7.5£¬-11.258,-1.9290771£¬2.3508606,16
-1.0,660.09625£¬583.31647,52.0£¬-25.98,-34.925232£¬19.714722,16
1.0,812.5654£¬597.11536,27.0£¬-13.856,51.537903£¬-39.46338,16
1.0,761.84906£¬430.94034,55.5£¬-37.238,12.114319£¬-1.8769836,16
-1.0,625.1157£¬565.79694,100.0£¬-1.7319999999999998,-42.724792£¬-13.595215,16
-1.0,1203.3698£¬387.29123,26.5£¬23.382,-18.628662£¬-98.29825,16
-1.0,1208.1097£¬362.30832,11.0£¬17.32,-29.537842£¬-107.3096,16
1.0,777.25946£¬439.17343,47.0£¬-24.248,6.9682617£¬-13.90686,16
-1.0,833.3851£¬352.46606,45.0£¬-6.928,-47.82715£¬-32.688446,16
-1.0,997.9895£¬139.32016,9.0£¬-3.464,-79.74634£¬-14.158127,16
1.0,461.05307£¬682.2603,70.0£¬-1.732,45.73358£¬-12.934021,16
-1.0,1199.3147£¬590.1834,4.5£¬26.846,-44.498047£¬-62.209473,16
-1.0,708.6949£¬336.76202,36.5£¬-28.578,-10.305115£¬10.762024,16
1.0,908.3001£¬741.8436,8.0£¬6.928,12.30011£¬15.843628,16
-1.0,266.43823£¬372.70956,34.5£¬47.63,-5.5617676£¬-3.2904358,16
-1.0,853.0972£¬118.336624,56.0£¬-12.124,-6.902771£¬1.3366241,16
1.0,1174.3457£¬566.9048,-12.5£¬6.061999999999999,-59.654297£¬-1.0952148,16
-1.0,165.8514£¬272.53656,22.0£¬3.464,-16.148605£¬1.53656,16
1.0,1186.7578£¬582.4833,-13.5£¬14.722,-30.242188£¬15.483276,16
1.0,1191.8131£¬583.3031,-21.0£¬24.247999999999998,-40.18689£¬30.3031,16
1.0,848.40894£¬118.715866,61.0£¬-5.196,3.4089355£¬-0.2841339,16
1.0,1192.4615£¬566.76874,-31.0£¬53.692,-27.538452£¬27.768738,16
1.0,556.6442£¬259.16956,-1.5£¬37.238,-5.355774£¬30.169556,16
1.0,906.1023£¬748.58374,7.5£¬19.918,12.102295£¬13.58374,16
-1.0,177.50644£¬274.21375,20.0£¬5.196,-11.493561£¬2.213745,16
-1.0,918.1722£¬432.5789,-6.5£¬-130.766,-1.8278198£¬2.578888,16
1.0,655.58203£¬598.7513,64.5£¬-58.022,5.5820312£¬-2.2487183,16
1.0,610.794£¬552.63586,81.5£¬-16.454,4.7940063£¬-0.36413574,16
-1.0,513.6£¬263.4937,-4.0£¬-15.588,4.8636475£¬53.45044,17
1.0,96.754295£¬225.44977,-4.0£¬-8.66,0.63248444£¬-19.72931,17
1.0,856.7453£¬578.5135,23.0£¬-43.3,80.68793£¬-26.676697,17
1.0,1089.2542£¬656.4467,42.0£¬-36.372,25.862915£¬-20.417542,17
1.0,1103.0826£¬194.3254,-12.5£¬0.8659999999999997,-21.52417£¬2.5333405,17
-1.0,1084.8773£¬463.97244,42.5£¬-7.794,-32.395752£¬22.57013,17
1.0,1060.084£¬301.68158,23.5£¬-4.33,32.449707£¬0.86309814,17
1.0,1202.2708£¬629.8257,31.0£¬-8.66,61.780518£¬2.0899048,17
1.0,1162.4543£¬555.5133,51.5£¬6.062,31.073975£¬-1.9709473,17
1.0,764.53033£¬457.7731,1.0£¬0.0,9.495178£¬-4.1257935,17
-1.0,756.39136£¬496.488,62.0£¬-20.784,-36.977783£¬15.1779785,17
1.0,1092.8113£¬610.4366,65.5£¬-9.526,53.41272£¬2.2825928,17
1.0,1202.031£¬628.8557,-127.5£¬220.82999999999998,-75.0686£¬32.135925,17
1.0,819.403£¬661.9447,50.5£¬-59.754,54.38037£¬-9.836426,17
-1.0,526.8877£¬427.0388,70.5£¬-33.774,-36.893494£¬12.657745,17
-1.0,551.2511£¬418.5781,52.5£¬-9.526,-15.387512£¬3.5542908,17
-1.0,1229.3767£¬482.5605,5.5£¬2.598,-34.864136£¬4.367096,17
1.0,50.945724£¬311.3882,-22.5£¬9.526000000000002,-52.524162£¬-11.709808,17
1.0,736.67725£¬640.5401,2.5£¬-18.186,52.631348£¬-50.62793,17
1.0,1183.2874£¬503.36404,39.0£¬6.928,27.242676£¬22.304749,17
1.0,610.48596£¬505.76254,61.0£¬-55.424,11.714661£¬-19.559723,17
-1.0,1270.3848£¬412.15588,54.5£¬6.061999999999999,-26.885742£¬-33.4151,17
1.0,1183.4307£¬545.9735,37.5£¬35.506,25.519653£¬14.772522,17
-1.0,502.22617£¬521.67456,97.0£¬-41.568,-27.740143£¬56.55362,17
1.0,781.84753£¬666.4478,20.5£¬-49.362,54.060547£¬-32.99762,17
1.0,750.0198£¬529.5345,45.0£¬-38.104,89.920654£¬-14.641357,17
1.0,852.7219£¬584.49225,20.5£¬-28.578,114.537964£¬-60.467834,17
1.0,679.71454£¬441.62732,55.5£¬-44.166,6.1048584£¬-6.791107,17
-1.0,708.92737£¬536.9485,60.0£¬-12.124,-46.979553£¬-31.548767,17
-1.0,1272.8262£¬537.2957,34.0£¬-5.196,-103.50964£¬21.434814,17
1.0,784.0741£¬441.03937,63.0£¬-8.66,13.965393£¬-2.3354492,17
-1.0,816.4624£¬353.96158,33.0£¬-6.928,-49.195923£¬3.4357605,17
1.0,976.97833£¬168.93626,-5.5£¬2.598,-93.791565£¬-6.6512756,17
-1.0,911.53314£¬738.9211,13.0£¬-22.516,3.533142£¬14.921082,17
1.0,907.48126£¬435.03955,90.0£¬-155.88,8.481262£¬-3.9604492,17
1.0,508.9201£¬606.8623,82.0£¬-187.056,5.920105£¬-5.1376953,17
-1.0,1167.3405£¬556.83215,45.5£¬7.794,-66.659546£¬-11.167847,17
1.0,1222.0968£¬611.84576,39.5£¬0.866,68.0968£¬18.845764,17
1.0,874.39905£¬115.84382,79.5£¬-14.722,29.399048£¬-3.1561813,17
1.0,847.769£¬378.66724,35.5£¬-18.186,31.768982£¬8.667236,17
1.0,502.0056£¬601.0596,106.5£¬-170.602,6.005615£¬-4.9404297,17
1.0,159.373£¬271.06836,-2.0£¬0.0,-29.626999£¬-0.9316406,17
1.0,213.20442£¬455.89716,67.5£¬-12.99,3.204422£¬-4.102844,17
-1.0,949.39026£¬284.07916,-1.5£¬-23.382,18.390259£¬40.079163,17
1.0,815.69653£¬591.4038,24.0£¬-27.712,56.965576£¬-78.16449,18
-1.0,561.64685£¬340.1834,-5.5£¬-7.7940000000000005,55.9144£¬83.08273,18
-1.0,123.19745£¬264.5332,-2.5£¬-4.33,17.592163£¬24.200516,18
-1.0,1090.1779£¬366.43518,6.5£¬0.866,-21.676392£¬5.463806,18
1.0,930.8117£¬448.1023,12.0£¬-29.444,115.30994£¬-141.76526,18
-1.0,615.42365£¬483.3144,25.0£¬-34.64,-166.70215£¬142.56323,18
-1.0,1083.2544£¬-101.51083,15.5£¬4.33,-61.931274£¬-68.41131,18
1.0,835.8539£¬361.26797,-0.5£¬-0.866,-158.1612£¬-111.71048,18
1.0,1062.2952£¬137.49384,-2.0£¬-5.196,-36.341187£¬-55.684677,18
-1.0,922.91614£¬457.75717,19.5£¬-2.598,-122.15723£¬-30.796204,18
1.0,1025.1323£¬512.10986,-17.0£¬3.4640000000000004,-61.718018£¬27.555756,18
-1.0,991.36426£¬314.80063,6.0£¬0.0,-66.16748£¬19.025574,18
1.0,1238.5323£¬603.6227,22.0£¬3.464,79.232544£¬-6.7874146,18
1.0,1220.1978£¬534.5756,22.5£¬-0.866,50.097046£¬-33.898315,18
1.0,1143.2118£¬523.09717,19.0£¬-10.392,89.342896£¬-107.024475,18
1.0,1234.7832£¬604.7501,21.0£¬3.464,74.84021£¬-5.107239,18
1.0,188.31142£¬397.44717,14.0£¬1.732,110.81572£¬93.596436,18
1.0,748.3886£¬601.7123,3.5£¬-7.794,12.481873£¬-51.47632,18
-1.0,542.1231£¬580.9566,23.0£¬-3.464,-70.11084£¬59.731262,18
1.0,1076.7903£¬153.37198,-3.5£¬-0.8660000000000001,-188.99268£¬-299.81616,18
-1.0,886.69293£¬445.0344,20.5£¬-2.598,-163.30768£¬87.5856,18
-1.0,650.44617£¬477.00964,18.0£¬-17.32,-18.44513£¬6.9299927,18
-1.0,676.62384£¬430.07867,23.0£¬-10.392,-85.22522£¬-0.8616638,18
1.0,705.2394£¬328.85873,-3.5£¬-7.794,80.12366£¬-236.9382,18
-1.0,1217.076£¬275.69583,0.0£¬8.66,6.3830566£¬-127.64914,18
-1.0,928.362£¬437.27115,5.0£¬-5.196000000000001,-139.14032£¬79.77319,18
-1.0,1182.1582£¬539.7775,23.5£¬-14.722,-104.43738£¬19.438904,18
-1.0,716.37024£¬444.4482,22.0£¬-12.124,-60.88922£¬5.2747803,18
-1.0,775.14886£¬385.11923,21.0£¬0.0,-58.236206£¬32.653168,18
1.0,1272.1013£¬605.9835,12.0£¬0.0,72.78662£¬15.80011,18
1.0,891.9893£¬637.9314,8.5£¬-12.99,-11.488464£¬-93.91577,18
-1.0,895.5495£¬450.4586,23.0£¬-5.196,-13.166565£¬12.918732,18
1.0,933.4547£¬678.4514,1.0£¬-20.784,25.154602£¬-63.392212,18
-1.0,227.67427£¬440.21118,9.5£¬-4.33,-38.76396£¬67.50162,18
1.0,1266.2122£¬537.4078,13.0£¬0.0,91.866455£¬-29.49701,18
1.0,1263.3617£¬534.1975,15.0£¬0.0,76.60388£¬-48.285767,18
1.0,136.17648£¬374.82443,-4.5£¬7.7940000000000005,-11.774857£¬121.437225,18
1.0,1235.3564£¬531.0219,22.0£¬-3.464,43.543335£¬-52.28119,18
1.0,930.4203£¬77.82713,32.5£¬2.598,82.01135£¬-40.888733,18
-1.0,852.67615£¬399.9736,-3.0£¬-12.124,11.228638£¬12.463318,18
1.0,1231.8379£¬535.78625,25.0£¬-1.732,39.376343£¬-30.982483,18
-1.0,552.8092£¬321.1754,17.5£¬-18.186,-3.835022£¬62.00586,18
1.0,932.64056£¬659.2577,23.0£¬-19.052,26.538269£¬-89.32605,18
-1.0,183.11053£¬475.22708,16.0£¬-13.856,-28.198746£¬20.970917,18
-1.0,798.3177£¬394.02747,27.5£¬-0.866,-139.03131£¬125.276245,18
-1.0,868.2139£¬474.79337,13.0£¬-12.124,-49.958252£¬42.214478,18
-1.0,1094.6304£¬-147.47473,53.0£¬25.98,-76.346436£¬-155.31416,19
1.0,937.4684£¬432.11618,-14.5£¬-6.062000000000001,-38.952576£¬-68.34277,19
1.0,366.66336£¬328.66232,26.0£¬10.392,150.19394£¬15.249481,19
1.0,1009.57513£¬266.71512,-10.0£¬-13.856,-50.50885£¬-34.96646,19
1.0,1325.3469£¬597.8226,20.5£¬11.258000000000001,123.07617£¬-32.003113,19
-1.0,-72.15503£¬409.807,26.5£¬4.33,-229.65337£¬67.77594,19
-1.0,885.2844£¬308.1805,-14.0£¬29.444,45.23712£¬-45.64029,19
1.0,742.35297£¬462.59293,31.0£¬-13.856,64.64386£¬-139.99765,19
1.0,1049.3735£¬636.50604,16.0£¬-5.196000000000001,292.98218£¬140.01804,19
1.0,1310.4358£¬605.9425,30.5£¬9.526,108.404785£¬-22.913208,19
1.0,736.51886£¬679.67584,61.5£¬-30.31,158.73608£¬-41.25769,19
-1.0,976.1106£¬413.15768,9.0£¬-31.176,13.081787£¬26.94577,19
1.0,1328.4397£¬496.55045,25.5£¬7.793999999999999,145.00903£¬-49.423065,19
1.0,564.7374£¬403.02676,31.0£¬-25.98,62.51126£¬-118.6478,19
-1.0,912.1301£¬742.8594,-50.0£¬12.124000000000002,130.2826£¬76.41156,19
-1.0,1097.6686£¬424.75568,35.5£¬-6.062,-89.33789£¬-26.18747,19
1.0,997.92664£¬332.1096,27.5£¬-73.61,95.66553£¬-65.98215,19
-1.0,403.63458£¬293.97757,11.0£¬1.732,-237.68835£¬-271.0212,19
1.0,1018.81995£¬363.1063,32.5£¬-54.558,166.09802£¬-221.38596,19
-1.0,847.89954£¬368.82446,-59.5£¬-2.597999999999999,168.185£¬-72.80286,19
1.0,838.13715£¬290.22156,28.5£¬-32.042,129.20978£¬-246.72693,19
1.0,1330.1364£¬488.26703,31.0£¬-25.98,57.31018£¬-49.028687,19
1.0,1370.6958£¬474.50372,21.5£¬42.434,183.36865£¬109.6575,19
1.0,859.5667£¬301.2747,8.0£¬-8.66,75.492615£¬-139.76468,19
1.0,856.0082£¬296.63455,14.0£¬-3.464,39.545776£¬-57.327026,19
-1.0,120.57251£¬407.8145,16.0£¬-1.7319999999999998,-342.33362£¬-250.7746,19
-1.0,924.3937£¬746.2881,-45.0£¬-1.7319999999999993,12.860535£¬7.3670044,19
-1.0,922.711£¬410.33945,-9.5£¬12.99,15.229736£¬-24.700104,19
1.0,654.3732£¬588.48865,52.0£¬-62.352,145.45312£¬-18.373657,19
-1.0,60.96171£¬394.16788,7.0£¬1.732,-203.31715£¬42.219177,19
1.0,1347.3752£¬549.56836,21.5£¬-0.866,141.94043£¬-44.528442,19
-1.0,85.99358£¬256.3849,12.5£¬9.526,-61.75808£¬-23.026154,19
1.0,1389.3528£¬589.7891,57.0£¬19.052,32.96338£¬12.200073,19
1.0,1332.4612£¬527.3699,48.0£¬-1.732,122.448364£¬-64.29773,19
1.0,1342.5851£¬647.9369,17.5£¬2.598,120.48828£¬36.091125,19
1.0,944.13873£¬44.86895,60.0£¬-13.856,69.739685£¬-70.97487,19
1.0,1003.0065£¬333.78177,22.0£¬-76.208,99.258606£¬-87.52347,19
1.0,571.23834£¬600.17017,80.5£¬-32.042,69.23273£¬-0.8894043,19
-1.0,563.79126£¬132.8757,-8.0£¬10.392000000000001,44.02246£¬-106.37053,19
-1.0,-148.04373£¬416.25534,40.0£¬1.7319999999999998,-361.24817£¬-39.641815,19
1.0,736.6551£¬610.4405,22.5£¬2.598,174.70416£¬-119.47412,19
1.0,888.2963£¬325.85364,-18.5£¬2.5980000000000008,-61.093933£¬41.774475,19
1.0,953.62836£¬404.0706,22.5£¬-9.526,35.53717£¬-25.758057,19
-1.0,337.92337£¬698.3122,44.5£¬-18.186,-305.1512£¬113.566895,19
1.0,1243.0881£¬578.739,53.5£¬-2.598,82.34619£¬24.605774,20
-1.0,1167.7633£¬232.37317,-4.5£¬7.794,77.58545£¬-134.06201,20
-1.0,799.185£¬712.55255,31.5£¬-19.918,-244.46881£¬130.78204,20
1.0,807.2361£¬396.70813,25.5£¬-6.062,191.81244£¬-86.60626,20
1.0,1025.9026£¬256.70605,12.5£¬-16.454,34.53833£¬-58.094574,20
1.0,1278.8652£¬660.4745,4.5£¬2.598,40.332886£¬56.851807,20
-1.0,888.655£¬322.694,-6.5£¬23.382,73.137695£¬-77.44708,20
1.0,867.0329£¬343.4864,2.5£¬-21.65,108.29913£¬-102.85773,20
1.0,686.67126£¬447.4038,37.0£¬0.0,85.67322£¬-77.36932,20
-1.0,717.71735£¬627.16705,20.5£¬-0.8659999999999999,-60.11743£¬31.733398,20
-1.0,1241.5096£¬699.9591,-6.5£¬-7.7940000000000005,49.568237£¬87.016846,20
1.0,7.8589363£¬344.61026,-15.5£¬-25.114,-180.45248£¬-52.836914,20
-1.0,596.2912£¬757.9055,15.0£¬-27.712,54.16809£¬176.94891,20
-1.0,931.78534£¬376.15018,47.0£¬12.124,-53.545837£¬-71.12671,20
1.0,1318.089£¬503.14102,36.0£¬-29.444,140.3042£¬-37.772675,20
1.0,603.8723£¬430.6749,29.0£¬-71.012,98.00186£¬-68.85812,20
1.0,957.1313£¬399.95044,21.5£¬-7.794,70.438354£¬-45.083954,20
1.0,1047.905£¬506.0708,8.0£¬0.0,159.4375£¬-5.4076233,20
1.0,663.2266£¬524.4955,37.5£¬-7.794,94.9444£¬33.539062,20
1.0,1022.76746£¬327.89352,21.0£¬-10.392,118.95886£¬-142.60739,20
-1.0,845.68896£¬366.01108,-18.5£¬7.793999999999999,195.2428£¬-110.998566,20
1.0,833.37256£¬313.64282,38.5£¬-30.310000000000002,156.74872£¬-116.43585,20
1.0,854.08344£¬316.95297,36.5£¬-11.258,155.2077£¬-113.18689,20
-1.0,1208.7623£¬312.9992,6.0£¬-8.66,-8.313721£¬37.303375,20
1.0,919.54517£¬405.78094,7.5£¬-47.63,-8.8168335£¬-31.490204,20
1.0,791.81647£¬562.66095,3.0£¬-38.104,32.549377£¬-50.845276,20
1.0,1319.2522£¬496.77097,44.5£¬2.598,137.094£¬-43.00656,20
-1.0,879.9922£¬335.05536,-18.5£¬4.33,163.62195£¬-109.39285,20
-1.0,179.165£¬360.3111,43.5£¬37.238,-77.9052£¬-45.63623,20
-1.0,892.58295£¬291.79904,-15.0£¬12.123999999999999,117.43408£¬-93.32019,20
1.0,968.51447£¬193.81699,-3.5£¬0.8659999999999997,-6.675537£¬7.967743,20
1.0,1342.6763£¬628.3336,2.5£¬-0.866,70.57495£¬22.350098,20
1.0,899.40826£¬413.47928,35.0£¬-32.908,61.32202£¬-63.8519,20
1.0,916.59705£¬398.41266,25.0£¬-38.104,21.047546£¬-52.04593,20
-1.0,68.69855£¬390.25104,1.0£¬0.0,-158.97572£¬-49.960144,20
-1.0,1350.3535£¬583.4006,-11.5£¬-12.99,84.14136£¬45.992798,20
-1.0,81.12512£¬308.16046,57.0£¬0.0,-49.141495£¬21.422821,20
1.0,1382.0265£¬596.4959,26.0£¬15.588000000000001,76.726685£¬36.829285,20
1.0,1334.4784£¬537.64777,34.0£¬-17.32,99.12195£¬6.6258545,20
1.0,1341.991£¬712.45435,5.0£¬8.66,51.862305£¬120.22754,20
1.0,1009.1214£¬326.50928,4.5£¬-54.558,111.720215£¬-141.77954,20
-1.0,541.9306£¬142.48042,3.5£¬25.114,-10.878601£¬-178.69499,20
-1.0,-133.64096£¬405.93408,26.0£¬5.196,-316.7515£¬-69.293,20
-1.0,892.22833£¬330.03177,-10.5£¬7.794,93.910645£¬-63.995697,20
1.0,888.4337£¬372.21393,7.0£¬-36.372,20.219788£¬-102.57944,20
1.0,527.2174£¬248.29408,8.0£¬-25.98,37.42093£¬-196.74123,20
-1.0,603.7658£¬153.61967,-4.0£¬-6.928,23.214783£¬13.709885,21
1.0,911.88885£¬711.36304,26.0£¬-10.392,49.808228£¬14.332031,21
-1.0,1170.4161£¬224.68465,0.0£¬19.052,20.706299£¬-100.05693,21
-1.0,794.3595£¬389.47906,37.0£¬0.0,-52.803772£¬-12.874847,21
